"id_client","service_sauvegarde","service_antivirus","service_assurance","service_streaming_film","service_streaming_tv","service_support"
"OIGLP59952","No","Yes","No","No","No","Yes"
"BDJKB04078","Yes","No","Yes","No","Yes","No"
"DOMLJ29471","No","Yes","No","No","No","No"
"IEYJD83099","No","No","No","No","No","No"
"RXFMG45441","No","No","No","No","No","No"
"NALOJ16241","Yes","No","No","Yes","No","No"
"GIQMR14473","No","No","No","No","No","No"
"RKOCB51721","Yes","Yes","No","Yes","Yes","Yes"
"DIAUQ10106","No","No","Yes","Yes","Yes","No"
"PDSGJ82426","No","Yes","Yes","No","No","Yes"
"FVEWJ55206","Yes","No","Yes","No","No","No"
"YHXGP09582","No","No","No","No","No","No"
"RXIHG21354","No","No","No","No","No","No"
"TDRFT69816","No","No","Yes","Yes","Yes","Yes"
"USDBL57515","No","Yes","Yes","Yes","Yes","Yes"
"KLBQG01115","Yes","No","No","Yes","Yes","No"
"TWFFZ04363","No","Yes","Yes","Yes","Yes","Yes"
"OHLSK49021","No","No","No","Yes","Yes","Yes"
"FOIGH39025","Yes","No","No","Yes","Yes","No"
"VHKAJ13526","No","No","No","Yes","Yes","Yes"
"WTPON17411","Yes","Yes","Yes","Yes","Yes","Yes"
"BCKQJ23829","No","No","Yes","Yes","Yes","No"
"XWOVN79503","Yes","No","Yes","No","No","No"
"ZHSKZ01917","Yes","Yes","No","Yes","Yes","No"
"ACRXS42824","No","No","No","No","No","No"
"OXZMD87994","No","No","Yes","No","No","No"
"UCPVT92231","No","No","Yes","Yes","Yes","No"
"DILPE16008","No","No","No","No","No","No"
"BDHAW08103","Yes","Yes","No","Yes","Yes","No"
"EVBOJ06412","No","Yes","No","No","No","Yes"
"IHCGW80155","Yes","Yes","Yes","Yes","Yes","Yes"
"HXOPH33708","No","No","No","No","No","No"
"JMONI27228","No","Yes","No","No","No","No"
"RIJEP04756","Yes","No","No","No","No","No"
"BKVDS81118","Yes","Yes","Yes","No","No","No"
"RLWWD02242","No","No","No","No","No","No"
"WLRSQ34114","Yes","No","No","No","No","No"
"BBQAY83167","No","Yes","Yes","Yes","Yes","Yes"
"HUAZH35514","No","No","No","No","No","No"
"VXZLG59682","No","No","No","No","No","No"
"BDOQC30709","Yes","No","Yes","Yes","Yes","No"
"XWMPY21088","Yes","Yes","No","No","No","No"
"PEUTS18322","No","No","Yes","No","Yes","No"
"SREOM26856","No","No","Yes","Yes","No","No"
"VPXTA26571","No","No","No","Yes","Yes","No"
"WJEUN50674","Yes","Yes","No","No","No","No"
"YMZZJ22057","No","No","No","No","Yes","No"
"UDIEF42773","No","Yes","No","Yes","Yes","Yes"
"BKXGA14805","Yes","Yes","Yes","Yes","Yes","Yes"
"YPBTM46489","Yes","No","Yes","Yes","No","Yes"
"NQYSN30979","No","No","No","No","Yes","No"
"WYPLL92507","No","No","No","No","No","No"
"VDBUR52457","No","Yes","Yes","No","No","No"
"FZTOE84686","Yes","Yes","Yes","Yes","No","Yes"
"OPLNG76399","Yes","Yes","Yes","No","Yes","Yes"
"QQWPW57533","Yes","Yes","No","No","No","Yes"
"FIIJL93392","Yes","No","Yes","Yes","Yes","Yes"
"XYTSV86449","No","Yes","No","No","Yes","No"
"UZPWD66886","Yes","No","No","Yes","Yes","No"
"OULXE15344","No","Yes","No","No","No","No"
"MIVLE39028","No","Yes","Yes","Yes","No","Yes"
"RLAQD42371","No","No","No","No","No","No"
"DNHLN12089","No","No","No","No","No","No"
"POVEX28112","Yes","No","Yes","Yes","No","No"
"HPQPG99403","Yes","Yes","Yes","No","No","No"
"NWRPA20124","No","No","Yes","Yes","Yes","No"
"LDKUH51768","Yes","No","No","No","No","No"
"JPSCL34401","No","No","Yes","Yes","Yes","Yes"
"BUYEC72842","Yes","No","No","Yes","Yes","No"
"EGMON41781","Yes","Yes","No","No","No","Yes"
"NTKOD23737","No","No","No","Yes","Yes","No"
"ANODQ88838","Yes","No","Yes","No","No","No"
"BLSYF39086","No","No","Yes","Yes","No","No"
"VTEOA43171","Yes","No","No","No","No","No"
"GALYP34227","Yes","No","No","No","No","No"
"QKNTN54616","Yes","No","No","No","Yes","Yes"
"VFLKH22841","No","No","Yes","Yes","Yes","Yes"
"MUQUF89454","Yes","Yes","No","No","Yes","No"
"CUZUJ51497","Yes","No","Yes","No","Yes","Yes"
"RMGHA96144","Yes","No","No","No","Yes","No"
"YVXCM50769","No","No","No","Yes","No","No"
"IEXZT50548","Yes","No","No","No","No","No"
"ZBEQN30343","Yes","No","Yes","No","No","No"
"CMPEY79034","No","Yes","No","No","No","No"
"DHAOW86547","Yes","No","No","No","No","No"
"JONDJ20393","Yes","Yes","No","No","No","No"
"TRNQN76236","No","No","No","No","No","Yes"
"KVZKQ88219","Yes","No","Yes","Yes","Yes","Yes"
"BBVTG15968","No","No","No","No","No","No"
"HDRKD47022","No","Yes","Yes","No","Yes","Yes"
"SGHBW15012","No","No","No","No","No","No"
"YHCVC52865","Yes","No","Yes","Yes","Yes","No"
"SNFFH84697","Yes","Yes","Yes","No","Yes","Yes"
"KPKBW97326","No","Yes","No","No","No","Yes"
"UJRUN93575","No","Yes","No","No","No","Yes"
"TCJCI00226","No","Yes","Yes","Yes","No","No"
"QFDFI58467","Yes","No","Yes","No","No","Yes"
"SVSFK07228","No","No","Yes","Yes","Yes","Yes"
"IDHRQ09477","No","No","No","No","Yes","No"
"LYSAB99031","No","No","No","No","No","No"
"NTRKC53214","Yes","No","Yes","Yes","Yes","No"
"QHBJS73995","Yes","Yes","No","No","No","Yes"
"IRGQE07494","No","No","No","Yes","Yes","No"
"NKRSO29603","Yes","No","Yes","No","No","Yes"
"ULTTN46549","No","Yes","Yes","Yes","No","Yes"
"WZCLW97154","No","Yes","No","Yes","Yes","No"
"ZSEXG66816","Yes","No","Yes","No","No","No"
"AOMKI90257","No","No","No","Yes","Yes","No"
"DXTCG50776","No","No","No","No","No","No"
"ZTHBR40123","No","No","No","No","No","No"
"CBDKJ76833","Yes","Yes","No","No","Yes","No"
"LGSMF07087","No","Yes","No","Yes","No","No"
"NPHVG55191","No","No","No","Yes","Yes","No"
"VVYHM69088","Yes","No","No","Yes","No","No"
"BQKGS02159","Yes","Yes","Yes","No","No","No"
"UJPWO42361","No","No","No","No","No","No"
"ABQFQ68153","Yes","No","No","Yes","Yes","Yes"
"PGHBZ02482","Yes","Yes","No","No","Yes","Yes"
"URJFX26269","No","No","No","No","No","No"
"HRZSV90587","Yes","Yes","Yes","Yes","No","No"
"LRGXK37162","No","No","Yes","Yes","Yes","No"
"OIADY25687","No","No","Yes","Yes","Yes","No"
"HKOKL32537","No","Yes","Yes","Yes","Yes","No"
"TWKGI36065","Yes","No","Yes","Yes","Yes","No"
"NHVHI40075","Yes","Yes","No","Yes","No","No"
"JKUJR02741","Yes","Yes","Yes","Yes","Yes","No"
"FCCNB59352","No","No","No","Yes","Yes","No"
"IPXPJ71037","No","No","No","Yes","Yes","Yes"
"BXTTY60358","Yes","No","No","No","No","Yes"
"JXVKY37651","Yes","No","No","No","No","No"
"QRRQV29275","Yes","No","Yes","No","Yes","No"
"GSIKN09685","No","No","No","No","No","No"
"UXFAP04222","No","No","Yes","Yes","Yes","No"
"BJKTZ40167","Yes","No","Yes","Yes","Yes","Yes"
"QSDED93271","No","No","No","No","No","No"
"FCRQD78415","Yes","No","No","No","No","Yes"
"DMVAS70544","Yes","Yes","No","No","Yes","No"
"MRKPI28988","Yes","No","No","Yes","Yes","No"
"QHAIO80232","No","No","No","No","No","Yes"
"SAFNS24533","Yes","No","No","No","Yes","Yes"
"KELSS65986","Yes","Yes","No","No","Yes","No"
"DTAYD62578","Yes","No","No","Yes","Yes","Yes"
"OJQZP26727","No","No","No","No","No","No"
"HTRDR13206","No","No","No","No","No","No"
"NDUCW92364","No","Yes","No","No","No","Yes"
"ORXQS02776","No","No","No","Yes","Yes","Yes"
"ARGBX94126","Yes","No","Yes","No","Yes","Yes"
"MPHTR86346","No","No","Yes","Yes","Yes","No"
"IJORQ29112","Yes","Yes","Yes","Yes","Yes","Yes"
"WDXMV29112","No","No","Yes","No","No","No"
"KWJKQ17759","Yes","Yes","Yes","Yes","Yes","Yes"
"ZLFKO86226","Yes","No","No","Yes","No","No"
"ORCHU81666","Yes","Yes","No","Yes","No","Yes"
"NSBBO85476","Yes","Yes","Yes","No","No","Yes"
"XPXBW37141","Yes","Yes","Yes","No","Yes","Yes"
"YBDOE80623","No","No","No","No","No","No"
"PHQSR91211","No","No","No","No","Yes","No"
"HGMLP51885","No","No","No","No","No","No"
"VDGRK64791","Yes","Yes","Yes","Yes","Yes","Yes"
"OSKWT81049","No","Yes","No","No","No","No"
"CGRHZ20349","Yes","No","Yes","Yes","Yes","No"
"HDMKP10894","Yes","No","No","No","No","Yes"
"QHXHL45707","No","No","No","No","No","No"
"MRZQR16896","No","No","No","No","Yes","No"
"YRMTT87805","Yes","Yes","Yes","No","No","Yes"
"NNYNB31977","Yes","No","Yes","Yes","Yes","No"
"EVGZL20569","Yes","No","Yes","Yes","Yes","Yes"
"LSUEL81183","Yes","No","Yes","Yes","Yes","No"
"WWKDU87398","Yes","No","No","No","Yes","No"
"XBAVJ20402","Yes","Yes","Yes","Yes","Yes","Yes"
"DWVTU03206","Yes","Yes","Yes","Yes","No","Yes"
"WYKIR32304","No","No","Yes","Yes","Yes","Yes"
"DWPIL58281","Yes","Yes","Yes","No","No","No"
"IZIKN35121","No","Yes","Yes","No","No","Yes"
"UTMVM83293","Yes","No","No","Yes","Yes","Yes"
"KKTFG87155","No","No","Yes","Yes","Yes","Yes"
"VRFOL66469","Yes","No","Yes","Yes","Yes","No"
"SDMBN08773","No","Yes","Yes","Yes","Yes","No"
"QRQSA18918","No","Yes","Yes","Yes","Yes","Yes"
"XRMYR65434","Yes","No","No","Yes","Yes","No"
"SIWJI68071","Yes","Yes","No","Yes","Yes","No"
"CLDSV77305","Yes","No","Yes","Yes","No","Yes"
"SLLHI81113","Yes","No","Yes","Yes","Yes","No"
"FCPUF00969","No","Yes","No","Yes","No","No"
"LHYNC15971","Yes","Yes","No","Yes","No","No"
"YPVBX81321","Yes","No","No","Yes","No","No"
"BMWUB11202","Yes","No","No","No","No","Yes"
"HRVFF07436","No","No","Yes","Yes","Yes","Yes"
"RBFON92541","No","No","Yes","Yes","Yes","Yes"
"RFVNS63724","No","No","No","No","Yes","No"
"WRFHY62539","No","No","No","Yes","Yes","No"
"KPNCU76901","No","Yes","Yes","Yes","Yes","No"
"LXGYX73986","No","Yes","Yes","No","No","No"
"WLCLA07713","No","Yes","Yes","Yes","Yes","Yes"
"NKLAV76651","No","Yes","Yes","No","No","Yes"
"SCPZG97255","No","No","No","Yes","Yes","No"
"GWQGF35098","No","No","No","No","No","No"
"AESKG50952","Yes","No","No","Yes","No","No"
"QAWRZ01129","No","No","Yes","No","Yes","No"
"ITNPC54853","Yes","Yes","Yes","Yes","Yes","Yes"
"BESNZ98211","Yes","No","No","Yes","Yes","Yes"
"BAILX50996","Yes","No","Yes","Yes","Yes","Yes"
"SLKDQ28336","No","No","No","No","No","No"
"LYEPQ34226","No","No","No","No","No","No"
"SSVHJ46122","No","No","No","Yes","No","No"
"NHHVC99066","Yes","No","Yes","Yes","Yes","No"
"GGVPB73175","Yes","No","Yes","Yes","Yes","Yes"
"WPTDS79321","No","No","No","No","No","No"
"OPOTK71129","No","No","No","No","No","No"
"AWMDX76883","No","Yes","No","No","No","Yes"
"UMLNT84748","Yes","Yes","No","Yes","No","Yes"
"TRZWN49317","No","Yes","No","Yes","Yes","No"
"ZONAT77714","No","No","Yes","Yes","Yes","Yes"
"XWTWQ68616","No","No","Yes","Yes","Yes","No"
"FSOHN29311","Yes","No","No","No","Yes","No"
"JAWYF95266","Yes","No","Yes","No","Yes","No"
"QSHQM52618","No","No","No","No","No","No"
"PWTWO95418","No","No","Yes","Yes","Yes","Yes"
"CXMLU13897","No","No","Yes","No","Yes","No"
"NAVAY89208","Yes","No","Yes","Yes","Yes","Yes"
"ZRGSG22258","Yes","Yes","Yes","No","No","Yes"
"VFNEQ56784","No","Yes","Yes","Yes","Yes","No"
"UMJFQ41159","Yes","No","Yes","No","No","No"
"HDCZY20191","No","No","Yes","Yes","Yes","No"
"UWKAL60484","Yes","No","No","Yes","Yes","Yes"
"RAAPL62342","Yes","Yes","No","No","Yes","Yes"
"FMXJM19109","No","No","No","Yes","No","No"
"UUTFK26162","Yes","Yes","Yes","No","Yes","No"
"EDEKA87512","Yes","No","Yes","Yes","No","No"
"OOPOS89852","No","No","Yes","Yes","Yes","Yes"
"BFTJW35116","Yes","Yes","Yes","No","No","No"
"DSHVC31346","Yes","Yes","Yes","No","Yes","No"
"OLQDC06037","No","Yes","No","Yes","Yes","No"
"HQNTS09079","Yes","Yes","Yes","Yes","Yes","Yes"
"IXRMC77545","No","No","No","No","No","No"
"MGTUK56266","No","Yes","No","No","Yes","No"
"YMTOB60342","No","No","No","No","No","Yes"
"MZVAU16969","No","No","No","No","No","No"
"FLBER69077","Yes","No","No","No","No","No"
"PSJOX65868","No","No","Yes","No","No","Yes"
"EFVKN61227","No","Yes","No","No","No","Yes"
"YODCF40974","Yes","Yes","No","Yes","Yes","No"
"NXJYS08727","No","No","No","Yes","No","No"
"MSEGF31468","Yes","Yes","Yes","Yes","Yes","Yes"
"VTNRE67118","No","No","Yes","Yes","No","Yes"
"DMGBH05871","No","Yes","No","No","No","No"
"FJLIB86306","No","No","No","No","No","No"
"IIQKO00896","No","No","No","Yes","Yes","Yes"
"DRORA47423","No","Yes","Yes","No","Yes","No"
"QRDMV87796","No","No","Yes","Yes","No","No"
"GOGZG69012","No","Yes","Yes","Yes","Yes","Yes"
"PQKDW06545","No","Yes","Yes","No","Yes","Yes"
"UOTXU16995","Yes","Yes","Yes","No","No","No"
"YLDGW55192","No","Yes","Yes","Yes","Yes","No"
"RUCRN30865","Yes","Yes","Yes","Yes","No","Yes"
"VLDHH35692","Yes","Yes","Yes","No","Yes","Yes"
"XEUJM29339","No","Yes","Yes","Yes","Yes","No"
"WSIUR55049","Yes","No","Yes","No","No","Yes"
"SVFUD41462","No","No","No","No","No","No"
"RVYBB48227","No","No","Yes","Yes","Yes","No"
"JNRAZ88057","Yes","No","No","No","No","No"
"ECLEN98308","Yes","Yes","Yes","No","Yes","No"
"NHTLT14984","Yes","Yes","Yes","Yes","Yes","Yes"
"XNPPH15136","No","No","Yes","Yes","No","Yes"
"HSCJH43981","No","No","No","No","Yes","Yes"
"EHCDL75957","No","No","Yes","Yes","Yes","No"
"LNLDJ52152","No","No","No","No","No","No"
"RRAMN99922","No","No","No","Yes","No","No"
"FEGFD62427","Yes","Yes","Yes","No","No","Yes"
"CJUST39565","No","Yes","No","No","No","No"
"JJWUY48443","Yes","No","No","Yes","No","No"
"TTEPD37033","No","Yes","Yes","No","Yes","No"
"YMKNA42823","No","No","No","No","No","No"
"QCKFX61039","No","Yes","No","No","No","Yes"
"OACRM46319","No","No","No","Yes","No","No"
"OBUET34707","Yes","Yes","No","No","Yes","Yes"
"QNSRW29294","Yes","No","No","Yes","Yes","No"
"OETYL78539","No","Yes","No","No","No","No"
"YKDPV53183","No","Yes","Yes","Yes","Yes","Yes"
"HFHSN42386","Yes","No","No","No","No","No"
"NWPGU92097","No","Yes","No","No","Yes","Yes"
"JNQEQ50222","No","No","No","No","No","Yes"
"TCTST60075","Yes","Yes","Yes","Yes","Yes","Yes"
"EQXFO83571","No","No","Yes","Yes","Yes","No"
"PPVKW35892","No","No","No","No","No","No"
"IEZLT49998","No","No","No","No","No","Yes"
"WXVWF47242","No","Yes","No","Yes","No","Yes"
"FQAJX67348","Yes","Yes","No","Yes","Yes","Yes"
"YWNHU97865","Yes","Yes","Yes","No","No","Yes"
"ZRHKE87607","Yes","Yes","No","No","Yes","No"
"AMTUL27037","Yes","Yes","No","No","No","No"
"PARNH45832","No","No","Yes","Yes","No","Yes"
"OYKCT72034","Yes","No","Yes","Yes","Yes","No"
"CANJF91436","No","Yes","No","No","No","Yes"
"HKXJQ17232","Yes","No","No","Yes","Yes","No"
"QRGMF47918","No","No","Yes","Yes","Yes","No"
"VOIFY67282","Yes","No","No","Yes","Yes","No"
"AVTKU33978","Yes","No","No","Yes","No","No"
"HITVU63653","Yes","Yes","Yes","Yes","Yes","Yes"
"XVDAM26043","No","No","No","No","No","No"
"GULJQ66565","No","Yes","Yes","Yes","Yes","Yes"
"SFQVE65993","No","No","No","Yes","No","No"
"IWKGC61996","No","No","No","Yes","Yes","Yes"
"AVQYL62219","No","No","No","No","No","No"
"IXDXV56309","Yes","No","Yes","Yes","Yes","No"
"KEFQE73403","No","Yes","No","No","No","Yes"
"DVPZG45533","No","No","Yes","Yes","Yes","No"
"BIIGN98227","No","Yes","No","Yes","No","Yes"
"ANCRX91721","No","Yes","No","Yes","Yes","No"
"VADHF46951","No","No","Yes","Yes","No","No"
"MNSMJ10841","Yes","Yes","Yes","Yes","Yes","Yes"
"UOCWF37337","Yes","No","No","No","No","Yes"
"JSVBO82425","No","No","No","No","No","No"
"RVTGV38044","Yes","No","Yes","Yes","Yes","No"
"UKFRE39045","No","Yes","No","No","No","No"
"VZQLC72481","Yes","No","Yes","No","No","No"
"KXZGU02577","Yes","No","Yes","No","No","No"
"WFVYW27379","No","No","No","Yes","Yes","No"
"TJHOV56498","No","No","No","Yes","No","No"
"BZCKL43245","Yes","No","Yes","No","No","No"
"HECPR54944","No","No","No","No","Yes","No"
"QWFBJ13962","Yes","No","No","No","No","No"
"QZTCO03192","Yes","No","No","No","Yes","No"
"QHXHZ40565","No","Yes","Yes","Yes","Yes","Yes"
"MOSGF04158","No","No","No","No","No","No"
"TWQLB64322","Yes","No","No","No","No","Yes"
"XAIEM10694","No","No","No","Yes","No","No"
"VPWQQ90687","No","Yes","Yes","Yes","No","Yes"
"XYFCQ88183","No","Yes","No","Yes","Yes","No"
"YCXWZ98253","No","No","Yes","Yes","Yes","Yes"
"MGINA21145","No","No","No","Yes","Yes","No"
"GKOWZ20749","No","No","No","Yes","Yes","No"
"YGNOR22824","No","Yes","Yes","No","No","Yes"
"MYEJZ82296","Yes","No","No","No","No","No"
"QICIH48834","No","No","No","No","No","No"
"IFLEM34298","Yes","Yes","Yes","No","Yes","Yes"
"OVLBJ71823","No","Yes","No","Yes","Yes","No"
"IIEBK40594","Yes","No","No","No","No","No"
"CNWAC92586","Yes","Yes","Yes","Yes","Yes","Yes"
"IXUZF53185","Yes","No","No","No","Yes","No"
"ACLPL80394","Yes","Yes","Yes","Yes","No","No"
"EOYLI93918","No","No","No","Yes","No","No"
"GQRMY79631","No","No","No","No","No","No"
"JRSJX22273","Yes","No","No","Yes","Yes","Yes"
"IJFSQ63043","Yes","No","No","No","No","No"
"SPCJV28344","No","Yes","No","No","Yes","No"
"NXPSP18668","Yes","Yes","Yes","Yes","No","Yes"
"LIGTA95487","Yes","Yes","No","Yes","Yes","Yes"
"LAESQ23885","Yes","Yes","Yes","Yes","Yes","Yes"
"BWMJX63007","No","No","Yes","No","Yes","Yes"
"GETRM31613","No","No","Yes","Yes","No","No"
"AOQLM98289","No","No","No","No","No","No"
"KMEAS24337","No","Yes","No","No","No","No"
"YGZIH45546","Yes","No","No","Yes","No","No"
"MVBAI69694","No","No","Yes","No","Yes","No"
"GAHQE63769","No","No","No","No","Yes","No"
"ALQFH40098","Yes","No","Yes","Yes","Yes","No"
"HGHWL00231","No","No","No","No","No","No"
"WSTTJ35888","No","Yes","No","Yes","Yes","No"
"OIMXF25384","No","No","No","No","No","No"
"QRZMH91275","Yes","Yes","No","No","No","Yes"
"QKKTJ76077","Yes","No","Yes","Yes","No","No"
"UTDHZ86656","Yes","No","No","No","No","No"
"HPYZQ73981","Yes","Yes","Yes","Yes","Yes","Yes"
"MUZON46479","No","No","Yes","Yes","Yes","No"
"RAURS68566","No","No","No","No","No","No"
"EQKIY72508","No","No","Yes","No","No","No"
"KRDVL87094","Yes","No","No","Yes","Yes","No"
"YVNQG67018","Yes","Yes","Yes","Yes","Yes","Yes"
"UGMAZ26396","Yes","Yes","No","Yes","Yes","No"
"ZANRP29837","Yes","No","No","No","No","No"
"ABKHQ18341","No","No","Yes","No","No","No"
"XJGEX02803","Yes","No","Yes","Yes","Yes","No"
"XUZJU05192","No","No","No","No","No","No"
"IGMFD72688","No","No","Yes","No","Yes","Yes"
"QEBGU97176","No","No","No","No","No","No"
"HQRDG51519","No","Yes","No","No","No","No"
"TEVTT02349","No","Yes","Yes","Yes","No","No"
"CQUMB68625","Yes","No","No","Yes","Yes","No"
"JSOAG78232","No","No","No","No","No","No"
"JZAIC98636","No","No","No","No","Yes","No"
"BMFZO01333","Yes","Yes","No","No","No","Yes"
"VJJQE30576","No","Yes","No","No","No","No"
"RMCQV98203","No","Yes","No","No","No","No"
"NPPFS93554","No","No","No","Yes","No","No"
"FBNSV98198","No","No","No","No","No","No"
"OBMAC03568","Yes","No","Yes","No","Yes","Yes"
"YDSOI73068","Yes","Yes","Yes","No","No","No"
"PPONV84805","Yes","Yes","Yes","Yes","Yes","Yes"
"KRHPJ85826","Yes","Yes","No","No","No","No"
"JKMSI22727","Yes","No","Yes","Yes","Yes","Yes"
"MHTEM09318","Yes","Yes","No","Yes","Yes","No"
"HKYHO40063","Yes","Yes","Yes","Yes","Yes","Yes"
"JBKKT03772","Yes","Yes","No","No","No","Yes"
"ZROXE89965","No","No","Yes","No","No","Yes"
"EJWYP24805","Yes","No","No","Yes","Yes","No"
"YVTEB95914","Yes","Yes","No","No","Yes","No"
"CQAJN04022","Yes","No","Yes","Yes","Yes","No"
"MWJNE36201","No","Yes","No","No","No","Yes"
"KYGYB96815","Yes","Yes","Yes","No","No","No"
"GGUCQ29564","No","Yes","No","No","No","No"
"KFWSL63039","Yes","No","No","No","No","No"
"REEVD94489","No","No","No","No","No","No"
"YSJGV18416","Yes","Yes","No","Yes","Yes","Yes"
"EOMRE24587","No","Yes","Yes","Yes","No","No"
"GFSOE25757","No","No","No","No","No","No"
"SVMTC30672","No","Yes","No","No","No","Yes"
"EHMNK33922","Yes","No","No","No","Yes","Yes"
"NWEVX55618","No","No","Yes","No","No","No"
"ICXLW56922","Yes","No","No","No","Yes","No"
"NZYEG63712","No","Yes","Yes","No","Yes","No"
"ESGRL60869","No","No","No","Yes","No","No"
"BDAQO27191","No","Yes","No","Yes","Yes","No"
"NZRKS41152","No","No","No","Yes","Yes","No"
"YRNVD44392","Yes","No","No","No","No","Yes"
"IVFJG01397","Yes","Yes","No","No","Yes","No"
"ROUAI93487","Yes","Yes","Yes","Yes","Yes","Yes"
"KXVPM19803","No","No","No","No","No","No"
"PATOS94533","Yes","Yes","Yes","Yes","Yes","Yes"
"OZCGZ72779","No","Yes","No","Yes","No","Yes"
"ZIKJE57018","No","No","No","No","No","Yes"
"WANWK80953","No","No","No","No","No","No"
"MFVSU98857","No","Yes","No","No","Yes","Yes"
"JFUML15452","Yes","Yes","Yes","No","Yes","No"
"EDXBD02651","No","No","No","No","No","No"
"IWHLC31137","No","Yes","Yes","No","No","No"
"WASFJ52163","No","No","No","Yes","No","No"
"WXOAT34503","No","No","No","No","No","No"
"QIUFN48187","No","Yes","No","No","No","No"
"PEQBZ97739","Yes","No","No","No","No","No"
"GOLUK45664","No","No","Yes","Yes","Yes","Yes"
"QFQUL99213","No","No","Yes","Yes","No","No"
"KNPOO99197","No","No","No","Yes","Yes","No"
"IGQFX84055","No","No","Yes","No","Yes","Yes"
"OOPEC75791","Yes","No","No","No","No","No"
"STYSZ12515","No","Yes","No","No","No","No"
"QPEDE42543","Yes","Yes","Yes","Yes","Yes","Yes"
"USTRB22604","No","No","No","No","No","No"
"ADRGF71912","Yes","No","Yes","Yes","Yes","No"
"JTRFU07466","No","No","No","No","No","No"
"PEGZZ01143","Yes","No","Yes","Yes","Yes","No"
"MROZF24758","Yes","Yes","Yes","No","No","Yes"
"CEOVK36213","Yes","No","No","Yes","Yes","No"
"CVVEH33382","No","No","No","Yes","Yes","No"
"EJUNL90534","Yes","No","No","No","Yes","No"
"ITEFG95471","Yes","No","Yes","Yes","Yes","No"
"MIHJH46271","No","Yes","Yes","Yes","Yes","Yes"
"OKIPP12854","No","No","No","Yes","No","No"
"UYXQI97349","No","No","No","No","No","No"
"BUCWY18216","No","Yes","Yes","No","No","No"
"JFPGR40759","Yes","Yes","Yes","No","Yes","No"
"UUNXD56717","No","No","No","Yes","Yes","Yes"
"NOOPG62979","Yes","No","Yes","Yes","Yes","Yes"
"CCFNJ17027","Yes","No","No","No","No","Yes"
"BRRFB09916","No","Yes","No","No","No","No"
"TPIZQ55758","No","Yes","No","No","Yes","No"
"LVNGN05063","No","No","Yes","No","No","No"
"MUHUG41402","No","No","Yes","No","Yes","No"
"GRMJG95304","Yes","No","Yes","Yes","Yes","Yes"
"VSCOT21237","No","No","Yes","No","Yes","Yes"
"TPQQV94115","No","Yes","No","Yes","Yes","Yes"
"RMYBA96969","No","No","No","No","Yes","No"
"DKSTZ87345","No","No","No","Yes","No","No"
"UFNZP53368","Yes","No","Yes","Yes","Yes","No"
"YBIQI61806","No","No","No","No","No","No"
"PUQVY14068","Yes","No","No","No","No","No"
"PIQSP64188","No","Yes","Yes","Yes","Yes","Yes"
"MRDOF32806","No","No","Yes","No","Yes","Yes"
"KSVCP30168","No","No","No","No","Yes","No"
"MHOMU69683","No","No","No","Yes","Yes","No"
"STERV28519","No","No","Yes","Yes","Yes","Yes"
"PZBLH84666","No","Yes","No","Yes","Yes","Yes"
"GSEGL21261","Yes","No","Yes","Yes","Yes","Yes"
"KBIMB75084","No","Yes","Yes","No","No","No"
